-7450 50 0 0 7.03117e+07
-7350 50 0 0 7.45969e+07
-7250 50 0 0 7.4236e+07
-7150 50 0 0 7.85365e+07
-7050 50 0 0 7.86529e+07
-6950 50 0 0 7.97369e+07
-6850 50 0 0 8.07371e+07
-6750 50 0 0 8.47292e+07
-6650 50 0 0 8.57046e+07
-6550 50 0 0 8.37404e+07
-6450 50 0 0 9.21125e+07
-6350 50 0 0 8.88791e+07
-6250 50 0 0 9.65101e+07
-6150 50 0 0 9.86246e+07
-6050 50 0 0 1.09083e+08
-5950 50 0.175769 0.489416 9.82739e+07
-5850 50 0.477718 -0.849968 8.42838e+07
-5750 50 0.694775 -0.311842 6.48391e+07
-5650 50 0.833659 0.873883 6.40287e+07
-5550 50 0.939322 0.0840828 7.26683e+07
-5450 50 1.05862 0.65014 5.77748e+07
-5350 50 1.14287 0.131948 6.17447e+07
-5250 50 1.20936 0.0301844 7.34809e+07
-5150 50 1.31292 1.06546 5.97129e+07
-5050 50 1.39747 0.885564 5.67773e+07
-4950 50 1.45047 0.694076 6.93036e+07
-4850 50 1.51461 0.00361636 5.98629e+07
-4750 50 1.57193 0.0436252 6.39204e+07
-4650 50 1.62388 1.48425 6.72225e+07
-4550 50 1.68394 0.794657 6.14333e+07
-4450 50 1.72888 -0.72708 6.1165e+07
-4350 50 1.76615 0.216774 7.02446e+07
-4250 50 1.82871 0.944469 5.96707e+07
-4150 50 1.87456 0.0649189 5.95887e+07
-4050 50 1.90159 0.366164 6.74698e+07
-3950 50 1.95531 0.415153 6.25071e+07
-3850 50 2.00566 0.470886 6.00465e+07
-3750 50 2.04034 0.206722 6.37727e+07
-3650 50 2.06804 -0.342562 6.69037e+07
-3550 50 2.10079 0.524186 6.13631e+07
-3450 50 2.12304 0.293916 5.96817e+07
-3350 50 2.13864 -0.67875 6.7169e+07
-3250 50 2.1659 0.0265682 6.0471e+07
-3150 50 2.19179 0.73489 6.12296e+07
-3050 50 2.22036 0.881807 6.61011e+07
-2950 50 2.24956 0.759546 6.08881e+07
-2850 50 2.26602 -0.186562 6.76921e+07
-2750 50 2.28445 0.0961025 6.47902e+07
-2650 50 2.31597 0.789808 5.77661e+07
-2550 50 2.3353 0.416231 6.55493e+07
-2450 50 2.36277 0.540048 6.39213e+07
-2350 50 2.38634 -0.034087 6.06204e+07
-2250 50 2.39265 -0.451628 6.46133e+07
-2150 50 2.41372 -0.234337 6.39033e+07
-2050 50 2.43504 0.230687 6.12202e+07
-1950 50 2.44043 0.505503 6.58282e+07
-1850 50 2.45439 -0.117271 6.62884e+07
-1750 50 2.47885 0.299472 6.00162e+07
-1650 50 2.49032 0.38238 6.55824e+07
-1550 50 2.50652 -0.176595 6.2961e+07
-1450 50 2.5254 0.272591 5.84773e+07
-1350 50 2.53004 0.0101081 6.59352e+07
-1250 50 2.54309 -0.292154 6.23925e+07
-1150 50 2.55676 0.855349 6.33234e+07
-1050 50 2.56063 1.10124 6.35422e+07
-950 50 2.57143 -0.432671 6.41893e+07
-850 50 2.58579 -0.469158 6.40649e+07
-750 50 2.59812 0.981484 5.5696e+07
-650 50 2.59931 0.0675994 6.69063e+07
-550 50 2.60725 -1.1564 6.53614e+07
-450 50 2.6193 -0.0381877 5.77793e+07
-350 50 2.6161 1.02675 6.74615e+07
-250 50 2.61632 -0.24707 6.2449e+07
-150 50 2.61759 -1.09813 6.215e+07
-50 50 2.6195 0.879223 6.52227e+07
50 50 2.6195 0.879223 6.52227e+07
150 50 2.61759 -1.09813 6.215e+07
250 50 2.61632 -0.24707 6.2449e+07
350 50 2.6161 1.02675 6.74615e+07
450 50 2.6193 -0.0381877 5.77793e+07
550 50 2.60725 -1.1564 6.53614e+07
650 50 2.59931 0.0675994 6.69063e+07
750 50 2.59812 0.981484 5.5696e+07
850 50 2.58579 -0.469158 6.40649e+07
950 50 2.57143 -0.432671 6.41893e+07
1050 50 2.56063 1.10124 6.35422e+07
1150 50 2.55676 0.855349 6.33234e+07
1250 50 2.54309 -0.292154 6.23925e+07
1350 50 2.53004 0.0101081 6.59352e+07
1450 50 2.5254 0.272591 5.84773e+07
1550 50 2.50652 -0.176595 6.2961e+07
1650 50 2.49032 0.38238 6.55824e+07
1750 50 2.47885 0.299472 6.00162e+07
1850 50 2.45439 -0.117271 6.62884e+07
1950 50 2.44043 0.505503 6.58282e+07
2050 50 2.43504 0.230687 6.12202e+07
2150 50 2.41372 -0.234337 6.39033e+07
2250 50 2.39265 -0.451628 6.46133e+07
2350 50 2.38634 -0.034087 6.06204e+07
2450 50 2.36277 0.540048 6.39213e+07
2550 50 2.3353 0.416231 6.55493e+07
2650 50 2.31597 0.789808 5.77661e+07
2750 50 2.28445 0.0961025 6.47902e+07
2850 50 2.26602 -0.186562 6.76921e+07
2950 50 2.24956 0.759546 6.08881e+07
3050 50 2.22036 0.881807 6.61011e+07
3150 50 2.19179 0.73489 6.12296e+07
3250 50 2.1659 0.0265682 6.0471e+07
3350 50 2.13864 -0.67875 6.7169e+07
3450 50 2.12304 0.293916 5.96817e+07
3550 50 2.10079 0.524186 6.13631e+07
3650 50 2.06804 -0.342562 6.69037e+07
3750 50 2.04034 0.206722 6.37727e+07
3850 50 2.00566 0.470886 6.00465e+07
3950 50 1.95531 0.415153 6.25071e+07
4050 50 1.90159 0.366164 6.74698e+07
4150 50 1.87456 0.0649189 5.95887e+07
4250 50 1.82871 0.944469 5.96707e+07
4350 50 1.76615 0.216774 7.02446e+07
4450 50 1.72888 -0.72708 6.1165e+07
4550 50 1.68394 0.794657 6.14333e+07
4650 50 1.62388 1.48425 6.72225e+07
4750 50 1.57193 0.0436252 6.39204e+07
4850 50 1.51461 0.00361636 5.98629e+07
4950 50 1.45047 0.694076 6.93036e+07
5050 50 1.39747 0.885564 5.67773e+07
5150 50 1.31292 1.06546 5.97129e+07
5250 50 1.20936 0.0301844 7.34809e+07
5350 50 1.14287 0.131948 6.17447e+07
5450 50 1.05862 0.65014 5.77748e+07
5550 50 0.939322 0.0840828 7.26683e+07
5650 50 0.833659 0.873883 6.40287e+07
5750 50 0.694775 -0.311842 6.48391e+07
5850 50 0.477718 -0.849968 8.42838e+07
5950 50 0.175769 0.489416 9.82739e+07
6050 50 0 0 1.09083e+08
6150 50 0 0 9.86246e+07
6250 50 0 0 9.65101e+07
6350 50 0 0 8.88791e+07
6450 50 0 0 9.21125e+07
6550 50 0 0 8.37404e+07
6650 50 0 0 8.57046e+07
6750 50 0 0 8.47292e+07
6850 50 0 0 8.07371e+07
6950 50 0 0 7.97369e+07
7050 50 0 0 7.86529e+07
7150 50 0 0 7.85365e+07
7250 50 0 0 7.4236e+07
7350 50 0 0 7.45969e+07
7450 50 0 0 7.03117e+07
-7450 150 0 0 7.03798e+07
-7350 150 0 0 7.32466e+07
-7250 150 0 0 7.53608e+07
