-7450 50 0 0 7.11869e+07
-7350 50 0 0 7.40616e+07
-7250 50 0 0 7.67721e+07
-7150 50 0 0 7.66933e+07
-7050 50 0 0 7.7927e+07
-6950 50 0 0 7.97277e+07
-6850 50 0 0 7.94839e+07
-6750 50 0 0 7.96825e+07
-6650 50 0 0 8.21664e+07
-6550 50 0 0 8.53177e+07
-6450 50 0 0 8.62871e+07
-6350 50 0 0 8.76212e+07
-6250 50 0 0 9.10446e+07
-6150 50 0 0 9.98266e+07
-6050 50 0 0 1.02845e+08
-5950 50 0.154403 -0.784685 9.87173e+07
-5850 50 0.434022 0.0142915 8.11524e+07
-5750 50 0.638726 0.868955 6.52364e+07
-5650 50 0.76563 -0.571276 6.56155e+07
-5550 50 0.862187 -0.185395 6.83128e+07
-5450 50 0.969397 1.22276 6.35724e+07
-5350 50 1.05512 -0.108375 5.87539e+07
-5250 50 1.10473 -0.478484 7.03031e+07
-5150 50 1.17483 0.807063 6.46554e+07
-5050 50 1.24861 -0.411927 5.87314e+07
-4950 50 1.29187 -0.866099 6.66951e+07
-4850 50 1.34278 0.426763 6.44925e+07
-4750 50 1.41302 -0.011429 6.2634e+07
-4650 50 1.46417 -0.517542 5.97866e+07
-4550 50 1.48699 0.947489 6.58482e+07
-4450 50 1.52735 0.306438 6.90137e+07
-4350 50 1.59029 -1.69092 6.09556e+07
-4250 50 1.63792 -0.0474472 5.95616e+07
-4150 50 1.66534 1.43896 6.43315e+07
-4050 50 1.7003 0.10892 6.59103e+07
-3950 50 1.74289 -0.861542 6.17982e+07
-3850 50 1.77969 -0.102 6.13473e+07
-3750 50 1.80136 0.572772 6.44109e+07
-3650 50 1.82459 -0.49933 6.69676e+07
-3550 50 1.87257 -0.277357 6.18982e+07
-3450 50 1.90648 0.709095 5.9835e+07
-3350 50 1.92169 -0.36075 6.42083e+07
-3250 50 1.94827 -0.334343 6.84654e+07
-3150 50 1.99243 0.82481 6.12687e+07
-3050 50 2.02148 0.867576 6.02147e+07
-2950 50 2.03705 0.367265 6.54336e+07
-2850 50 2.0673 -0.612447 6.02151e+07
-2750 50 2.10546 -0.811518 6.61935e+07
-2650 50 2.14734 0.758935 6.15987e+07
-2550 50 2.16162 1.00412 6.31986e+07
-2450 50 2.16779 0.164784 6.47726e+07
-2350 50 2.1895 0.605028 6.13769e+07
-2250 50 2.20606 0.977865 6.2018e+07
-2150 50 2.21814 0.984542 6.32654e+07
-2050 50 2.22981 0.496952 6.22797e+07
-1950 50 2.24429 0.258048 6.18371e+07
-1850 50 2.26507 0.447532 6.26145e+07
-1750 50 2.2842 0.458038 6.11449e+07
-1650 50 2.2936 0.303726 6.20051e+07
-1550 50 2.30533 0.141719 6.24788e+07
-1450 50 2.32034 0.428975 6.25892e+07
-1350 50 2.33255 0.571271 6.07006e+07
-1250 50 2.33892 0.269301 6.38977e+07
-1150 50 2.35105 -0.0119291 6.0912e+07
-1050 50 2.36508 0.180439 6.20168e+07
-950 50 2.3737 0.10704 6.32179e+07
-850 50 2.39264 -0.193971 6.05385e+07
-750 50 2.40154 -0.226755 6.1619e+07
-650 50 2.40657 -0.14358 6.49128e+07
-550 50 2.41984 -0.0910416 6.16054e+07
-450 50 2.4256 -0.245948 6.41703e+07
-350 50 2.43459 -0.164251 6.15014e+07
-250 50 2.43957 -0.301945 6.00777e+07
-150 50 2.43342 -0.406843 6.5016e+07
-50 50 2.43012 -0.312243 6.07154e+07
50 50 2.43012 -0.312243 6.07154e+07
150 50 2.43342 -0.406843 6.5016e+07
250 50 2.43957 -0.301945 6.00777e+07
350 50 2.43459 -0.164251 6.15014e+07
450 50 2.4256 -0.245948 6.41703e+07
550 50 2.41984 -0.0910416 6.16054e+07
650 50 2.40657 -0.14358 6.49128e+07
750 50 2.40154 -0.226755 6.1619e+07
850 50 2.39264 -0.193971 6.05385e+07
950 50 2.3737 0.10704 6.32179e+07
1050 50 2.36508 0.180439 6.20168e+07
1150 50 2.35105 -0.0119291 6.0912e+07
1250 50 2.33892 0.269301 6.38977e+07
1350 50 2.33255 0.571271 6.07006e+07
1450 50 2.32034 0.428975 6.25892e+07
1550 50 2.30533 0.141719 6.24788e+07
1650 50 2.2936 0.303726 6.20051e+07
1750 50 2.2842 0.458038 6.11449e+07
1850 50 2.26507 0.447532 6.26145e+07
1950 50 2.24429 0.258048 6.18371e+07
2050 50 2.22981 0.496952 6.22797e+07
2150 50 2.21814 0.984542 6.32654e+07
2250 50 2.20606 0.977865 6.2018e+07
2350 50 2.1895 0.605028 6.13769e+07
2450 50 2.16779 0.164784 6.47726e+07
2550 50 2.16162 1.00412 6.31986e+07
2650 50 2.14734 0.758935 6.15987e+07
2750 50 2.10546 -0.811518 6.61935e+07
2850 50 2.0673 -0.612447 6.02151e+07
2950 50 2.03705 0.367265 6.54336e+07
3050 50 2.02148 0.867576 6.02147e+07
3150 50 1.99243 0.82481 6.12687e+07
3250 50 1.94827 -0.334343 6.84654e+07
3350 50 1.92169 -0.36075 6.42083e+07
3450 50 1.90648 0.709095 5.9835e+07
3550 50 1.87257 -0.277357 6.18982e+07
3650 50 1.82459 -0.49933 6.69676e+07
3750 50 1.80136 0.572772 6.44109e+07
3850 50 1.77969 -0.102 6.13473e+07
3950 50 1.74289 -0.861542 6.17982e+07
4050 50 1.7003 0.10892 6.59103e+07
4150 50 1.66534 1.43896 6.43315e+07
4250 50 1.63792 -0.0474472 5.95616e+07
4350 50 1.59029 -1.69092 6.09556e+07
4450 50 1.52735 0.306438 6.90137e+07
4550 50 1.48699 0.947489 6.58482e+07
4650 50 1.46417 -0.517542 5.97866e+07
4750 50 1.41302 -0.011429 6.2634e+07
4850 50 1.34278 0.426763 6.44925e+07
4950 50 1.29187 -0.866099 6.66951e+07
5050 50 1.24861 -0.411927 5.87314e+07
5150 50 1.17483 0.807063 6.46554e+07
5250 50 1.10473 -0.478484 7.03031e+07
5350 50 1.05512 -0.108375 5.87539e+07
5450 50 0.969397 1.22276 6.35724e+07
5550 50 0.862187 -0.185395 6.83128e+07
5650 50 0.76563 -0.571276 6.56155e+07
5750 50 0.638726 0.868955 6.52364e+07
5850 50 0.434022 0.0142915 8.11524e+07
5950 50 0.154403 -0.784685 9.87173e+07
6050 50 0 0 1.02845e+08
