0 0 0 0 0 0 0 0.000134831 0.000134831
0.005 0 0 0 0 0 0 0.000398708 0.000398708
0.01 0 0 0 0 0 0 0.000780546 0.000780546
0.015 0 0 0 0 0 0 0.00126491 0.00126491
0.02 0 0 0 0 0 0 0.00183328 0.00183328
0.025 0 0 0 0 0 0 0.00246562 0.00246562
0.03 0 0 0 0 0 0 0.00314197 0.00314197
0.035 0 0 0 0 0 0 0.00384406 0.00384406
0.04 0 0 0 0 0 0 0.00455663 0.00455663
0.045 0 0 0 0 0 0 0.00526855 0.00526856
0.05 0 0 0 0 0 0 0.0059735 0.0059735
0.055 0 0 0 0 0 0 0.00667012 0.00667013
0.06 0 0 0 0 0 0 0.00736186 0.00736188
0.065 0 0 0 0 0 0 0.00805627 0.00805633
0.07 0 0 0 0 0 0 0.00876409 0.00876421
0.075 0 0 0 0 0 0 0.00949799 0.00949826
0.08 0 0 0 0 0 0 0.0102713 0.0102719
0.085 0 0 0 0 0 0 0.0110969 0.0110979
0.09 0 0 0 0 0 0 0.0119856 0.0119874
0.095 0 0 0 0 0 0 0.012946 0.0129491
0.1 0 0 0 0 0 0 0.0139833 0.0139886
0.105 0 0 0 0 0 0 0.0150997 0.0151084
0.11 0 0 0 0 0 0 0.016294 0.0163078
0.115 0 0 0 0 0 0 0.0175626 0.0175838
0.12 0 0 0 0 0 0 0.0188997 0.0189319
0.125 0 0 0 0 0 0 0.020299 0.0203466
0.13 0 0 0 0 0 0 0.0217537 0.0218225
0.135 0 0 0 0 0 0 0.023258 0.0233556
0.14 0 0 0 0 0 0 0.0248074 0.0249435
0.145 0 0 0 0 0 0 0.0263997 0.026586
0.15 0 0 0 0 0 0 0.0280347 0.0282856
0.155 0 0 0 0 0 0 0.0297141 0.030047
0.16 0 0 0 0 0 0 0.0314417 0.031877
0.165 0 0 0 0 0 0 0.0332225 0.0337839
0.17 0 0 0 0 0 0 0.0350619 0.0357766
0.175 0 0 0 0 0 0 0.0369654 0.037864
0.18 0 0 0 0 0 0 0.0389379 0.0400545
0.185 0 0 0 0 0 0 0.0409829 0.0423552
