0 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.15784e+07 8.15784e+07
0.005 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.15368e+07 8.15368e+07
0.01 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.14781e+07 8.14781e+07
0.015 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.14066e+07 8.14066e+07
0.02 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.13272e+07 8.13272e+07
0.025 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.12451e+07 8.12451e+07
0.03 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.11654e+07 8.11654e+07
0.035 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.10927e+07 8.10927e+07
0.04 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.10305e+07 8.10305e+07
0.045 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09811e+07 8.09811e+07
0.05 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09454e+07 8.09454e+07
0.055 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09228e+07 8.09228e+07
0.06 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09115e+07 8.09115e+07
0.065 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09085e+07 8.09085e+07
0.07 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09102e+07 8.09102e+07
0.075 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09125e+07 8.09125e+07
0.08 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09115e+07 8.09115e+07
0.085 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.09036e+07 8.09036e+07
0.09 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.08862e+07 8.08861e+07
0.095 7e+07 7e+07 7e+07 7e+07 7e+07 7e+07 8.08574e+07 8.08573e+07
0.1 7e+07 7e+07 7e+07 7e+07 7e+07 7.00001e+07 8.08166e+07 8.08164e+07
