0 7e+07 7e+07 8.15784e+07 8.15784e+07
0.005 7e+07 7e+07 8.15368e+07 8.15368e+07
0.01 7e+07 7e+07 8.14781e+07 8.14781e+07
0.015 7e+07 7e+07 8.14066e+07 8.14066e+07
0.02 7e+07 7e+07 8.13272e+07 8.13272e+07
0.025 7e+07 7e+07 8.12451e+07 8.12451e+07
0.03 7e+07 7e+07 8.11654e+07 8.11654e+07
0.035 7e+07 7e+07 8.10927e+07 8.10927e+07
0.04 7e+07 7e+07 8.10305e+07 8.10305e+07
0.045 7e+07 7e+07 8.09811e+07 8.09811e+07
0.05 7e+07 7e+07 8.09454e+07 8.09454e+07
0.055 7e+07 7e+07 8.09228e+07 8.09228e+07
0.06 7e+07 7e+07 8.09115e+07 8.09115e+07
0.065 7e+07 7e+07 8.09085e+07 8.09085e+07
0.07 7e+07 7e+07 8.09102e+07 8.09102e+07
0.075 7e+07 7e+07 8.09125e+07 8.09125e+07
0.08 7e+07 7e+07 8.09115e+07 8.09115e+07
0.085 7e+07 7e+07 8.09036e+07 8.09036e+07
0.09 7e+07 7e+07 8.08862e+07 8.08861e+07
0.095 7e+07 7e+07 8.08574e+07 8.08573e+07
0.1 7e+07 7.00001e+07 8.08166e+07 8.08164e+07
0.105 7e+07 7.00001e+07 8.07643e+07 8.07639e+07
0.11 7e+07 7.00002e+07 8.07019e+07 8.07013e+07
0.115 7e+07 7.00003e+07 8.06317e+07 8.06308e+07
0.12 7e+07 7.00005e+07 8.05566e+07 8.05552e+07
0.125 7e+07 7.00007e+07 8.04792e+07 8.04772e+07
0.13 7e+07 7.00009e+07 8.04025e+07 8.03996e+07
0.135 7e+07 7.00013e+07 8.03287e+07 8.03246e+07
0.14 7e+07 7.00018e+07 8.02594e+07 8.02536e+07
0.145 7e+07 7.00024e+07 8.01953e+07 8.01874e+07
0.15 7e+07 7.00032e+07 8.01362e+07 8.01256e+07
0.155 7e+07 7.00041e+07 8.00813e+07 8.00672e+07
0.16 7e+07 7.00053e+07 8.00287e+07 8.00103e+07
0.165 7e+07 7.00067e+07 7.99762e+07 7.99525e+07
0.17 7e+07 7.00083e+07 7.99214e+07 7.98912e+07
0.175 7e+07 7.00101e+07 7.98619e+07 7.98239e+07
0.18 7e+07 7.00123e+07 7.97955e+07 7.97483e+07
0.185 7e+07 7.00146e+07 7.97208e+07 7.96628e+07
0.19 7e+07 7.00173e+07 7.96366e+07 7.95661e+07
0.195 7e+07 7.00202e+07 7.95429e+07 7.9458e+07
0.2 7e+07 7.00233e+07 7.94401e+07 7.93388e+07
0.205 7e+07 7.00267e+07 7.93293e+07 7.92096e+07
0.21 7e+07 7.00302e+07 7.92121e+07 7.90718e+07
0.215 7e+07 7.00339e+07 7.90904e+07 7.89272e+07
0.22 7e+07 7.00378e+07 7.89659e+07 7.87775e+07
0.225 7e+07 7.00417e+07 7.88402e+07 7.86242e+07
0.23 7e+07 7.00457e+07 7.87145e+07 7.84685e+07
0.235 7e+07 7.00498e+07 7.85894e+07 7.83108e+07
0.24 7e+07 7.00539e+07 7.8465e+07 7.81512e+07
0.245 7e+07 7.0058e+07 7.83405e+07 7.7989e+07
0.25 7e+07 7.00621e+07 7.8215e+07 7.78228e+07
0.255 7e+07 7.00663e+07 7.80867e+07 7.7651e+07
0.26 7e+07 7.00704e+07 7.7954e+07 7.74718e+07
0.265 7e+07 7.00745e+07 7.78151e+07 7.72832e+07
0.27 7e+07 7.00786e+07 7.76685e+07 7.70836e+07
0.275 7e+07 7.00828e+07 7.75129e+07 7.68714e+07
0.28 7e+07 7.0087e+07 7.73477e+07 7.66458e+07
0.285 7e+07 7.00912e+07 7.71727e+07 7.64065e+07
0.29 7e+07 7.00955e+07 7.69883e+07 7.61536e+07
0.295 7e+07 7.00998e+07 7.67954e+07 7.58877e+07
0.3 7e+07 7.01042e+07 7.6595e+07 7.56097e+07
0.305 7e+07 7.01087e+07 7.63884e+07 7.53205e+07
0.31 7e+07 7.01132e+07 7.61769e+07 7.50213e+07
0.315 7e+07 7.01178e+07 7.59613e+07 7.47125e+07
0.32 7e+07 7.01225e+07 7.5742e+07 7.43946e+07
0.325 6.99999e+07 7.01273e+07 7.55191e+07 7.40672e+07
0.33 6.99999e+07 7.01321e+07 7.5292e+07 7.37295e+07
0.335 6.99999e+07 7.0137e+07 7.50594e+07 7.33802e+07
0.34 6.99998e+07 7.0142e+07 7.48199e+07 7.30174e+07
0.345 6.99998e+07 7.01471e+07 7.45717e+07 7.26392e+07
0.35 6.99997e+07 7.01523e+07 7.43128e+07 7.22433e+07
0.355 6.99996e+07 7.01576e+07 7.40416e+07 7.18277e+07
0.36 6.99995e+07 7.01631e+07 7.37564e+07 7.13906e+07
0.365 6.99994e+07 7.01688e+07 7.34563e+07 7.09304e+07
0.37 6.99993e+07 7.01748e+07 7.31406e+07 7.04462e+07
0.375 6.99991e+07 7.0181e+07 7.28093e+07 6.99376e+07
0.38 6.99989e+07 7.01875e+07 7.24627e+07 6.94043e+07
0.385 6.99986e+07 7.01944e+07 7.21016e+07 6.88467e+07
0.39 6.99983e+07 7.02017e+07 7.17267e+07 6.82651e+07
0.395 6.99979e+07 7.02095e+07 7.13389e+07 6.76598e+07
0.4 6.99975e+07 7.02178e+07 7.0939e+07 6.70311e+07
0.405 6.99971e+07 7.02265e+07 7.05273e+07 6.63788e+07
0.41 6.99965e+07 7.02359e+07 7.01038e+07 6.57025e+07
0.415 6.9996e+07 7.02458e+07 6.9668e+07 6.50011e+07
0.42 6.99953e+07 7.02564e+07 6.9219e+07 6.43077e+07
0.425 6.99947e+07 7.02676e+07 6.87555e+07 6.36681e+07
0.43 6.99939e+07 7.02794e+07 6.82759e+07 6.31222e+07
0.435 6.99931e+07 7.02918e+07 6.77784e+07 6.27008e+07
0.44 6.99923e+07 7.03048e+07 6.72612e+07 6.24229e+07
0.445 6.99914e+07 7.03184e+07 6.67226e+07 6.22942e+07
0.45 6.99905e+07 7.03326e+07 6.61687e+07 6.23073e+07
0.455 6.99895e+07 7.03473e+07 6.56088e+07 6.24429e+07
0.46 6.99885e+07 7.03626e+07 6.50531e+07 6.26723e+07
0.465 6.99875e+07 7.03784e+07 6.45288e+07 6.29604e+07
0.47 6.99864e+07 7.03948e+07 6.40603e+07 6.32697e+07
